source,transaction,city,page,title,price_text,price_dh,surface_m2,price_m2,rooms,bedrooms,bathrooms,location,url,raw_text
mubawab,vente,Casablanca,56,Appartement 3 chambres moderne Anfa,,,200.0,,4.0,3.0,2.0,,https://www.mubawab.ma/fr/a/8324713/appartement-3-chambres-moderne-anfa,"470 000 EUR Appartement 3 chambres moderne Anfa Anfa, Casablanca 200 m² 4 Pièces 3 Chambres 2 Salles de bains Garage Meublé Cheminée Sécurité Appartement 3 chambres moderne Anfa Vaneau Maroc agence immobilière de luxe à Casablanca vous propose un appartment Situé au dernier étage d’un immeuble de standing sur le prestigieux Boulevard d’Anfa, cet appartement de 193 m² séduit par ses volumes, sa luminosité et la qualité de ses prestations. La triple réception avec cheminée contemporaine offre un espace de vie élégant et chaleureux, idéal pour recevoir. L’ensemble est sublimé par un parq... Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,56,Bel appartement à vendre à Racine. 5 chambres agréables. F...,8 800 000 DH,8800000.0,729.0,12071.33,7.0,5.0,4.0,,https://www.mubawab.ma/fr/a/8296254/bel-appartement-%C3%A0-vendre-%C3%A0-racine-5-chambres-agr%C3%A9ables-fen%C3%AAtres-double-vitrage-et-chauffage-central,"8 800 000 DH Bel appartement à vendre à Racine. 5 chambres agréables. F... Racine, Casablanca 729 m² 7 Pièces 5 Chambres 4 Salles de bains Jardin Terrasse Garage Ascenseur Chambre rangement Façade extérieure Salon Marocain Salon européen Antenne parabolique Cheminée Climatisation Chauffage central Sécurité Double vitrage Porte blindée Cuisine équipée Réfrigérateur Four Machine à laver Micro-ondes Agréable appartement à vendre. Prix 8 800 000 DH. 7 pièces, 4 salles de bains, 729 m². 5 chambres à coucher. 5ème étage. Moins de 30 ans. Revêtement: Marbre. Décoration traditionnelle avec beau salon marocain. Le bien est également équipé d'une antenne parabolique et d'une porte blindée. La résidence est sécurisée. Venez découvrir cet appartement à vendre à Racine. Résidence parfaitement équipée avec ascenseur et parking. Vous profiterez égaleme... Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,56,Villa de 2478 m2 Morcelable en 3 Lots à Longchamps,35 000 000 DH,35000000.0,2478.0,14124.29,8.0,4.0,2.0,,https://www.mubawab.ma/fr/a/6881531/villa-de-2478-m2-morcelable-en-3-lots-%C3%A0-longchamps,"35 000 000 DH Villa de 2478 m2 Morcelable en 3 Lots à Longchamps Longchamps (Hay Al Hanâa), Casablanca 2478 m² 8 Pièces 4 Chambres 2 Salles de bains Jardin PRODUIT RARE : Villa de 2478 m2 de terrain, présentant les conditions d'éclatement en 3 lots ( minimun D3 : 600 m2 ), excellent emplacement dans une ruelle calme au beau côté de longchamps, idéal pour l'éclatement en 3 parcelles. Très bon rapport qualité-prix Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,56,Villa de 375 m2 à CIL,7 500 000 DH,7500000.0,375.0,20000.0,7.0,3.0,2.0,,https://www.mubawab.ma/fr/a/6880849/villa-de-375-m2-%C3%A0-cil,"7 500 000 DH Villa de 375 m2 à CIL CIL (Hay Salam), Casablanca 375 m² 7 Pièces 3 Chambres 2 Salles de bains Jardin Villa de 375 m2 dans une impasse au beau côté de Cil, excellent emplacement, villa à restaurer ou à démolir Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,56,À Vendre – Studio avec Grande Terrasse – Quartier Bourgogne,1 299 480 DH,1299480.0,45.0,28877.33,3.0,,1.0,,https://www.mubawab.ma/fr/a/8324639/%C3%A0-vendre-%E2%80%93-studio-avec-grande-terrasse-%E2%80%93-quartier-bourgogne,"1 299 480 DH À Vendre – Studio avec Grande Terrasse – Quartier Bourgogne Bourgogne Ouest, Casablanca 45 m² 3 Pièces 1 Ch. 1 Salle de bain Terrasse Garage Ascenseur Sécurité Situé au 5ᵉ étage d’un immeuble contemporain, ce studio combine fonctionnalité, confort et luminosité, dans un environnement calme et sécurisé. Sa configuration intelligente et sa terrasse spacieuse de 15 m² offrent un cadre de vie agréable et modulable. Caractéristiques principales : Surface habitable : 38 m² Terrasse : 15 m² Surface vendable : 45,5 m² Orientation : Arrière (calme et lumineux) Coin séjour et chambre Kitchenette moderne... Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,56,Vente appartement duplex quartier les hopitaux,2 650 000 DH,2650000.0,156.0,16987.18,6.0,3.0,2.0,,https://www.mubawab.ma/fr/a/8324635/vente-appartement-duplex-quartier-les-hopitaux,"2 650 000 DH Vente appartement duplex quartier les hopitaux Les Hôpitaux, Casablanca 156 m² 6 Pièces 3 Chambres 2 Salles de bains Terrasse Garage Ascenseur Concierge Meublé Sécurité Réfrigérateur Four Machine à laver Micro-ondes Duplex 156 m² – Dernier étage – Lumineux – Parking – Centre Casablanca Appartement à Vendre : Situé au 5ᵉ et dernier étage d’une résidence sécurisée avec gardien et ascenseur, ce duplex de 156 m² est situé en plein centre de Casablanca, dans le quartier des Hôpitaux, à proximité immédiate des commerces, supermarchés, boulangeries, restaurants, banques, stations-service, hôpitaux et à moins de 5 minutes à pied du tramway. Un appartement agréabl... Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,56,"À vendre – Studio moderne avec balcon, Quartier Bourgogne BD...",1 175 040 DH,1175040.0,36.0,32640.0,3.0,,1.0,,https://www.mubawab.ma/fr/a/8324634/%C3%A0-vendre-%E2%80%93-studio-moderne-avec-balcon-quartier-bourgogne-bd-tan-tan,"1 175 040 DH À vendre – Studio moderne avec balcon, Quartier Bourgogne BD... Bourgogne Ouest, Casablanca 36 m² 3 Pièces 1 Ch. 1 Salle de bain Terrasse Garage Ascenseur Sécurité Situé au 4ᵉ étage d’un immeuble résidentiel bien entretenu, ce studio offre un cadre de vie optimisé, idéal pour un investissement locatif rentable ou une première acquisition en centre urbain. Caractéristiques : • Studio n16 • Superficie habitable : 30 m² • Terrasse : 12 m² • Surface vendable : 36 m² • Orientation arrière : calme et sans nuisances • Étage élevé : luminosité naturelle et vue dégagée Prestations & atouts : ️ Résidence sécurisée... Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,56,Pekorino - Appartements haut standing,1 210 000 DH,1210000.0,,,,,,,https://www.mubawab.ma/fr/p/4574/pekorino-appartements-haut-standing,"À partir de 1 210 000 DH IMMOBILIER NEUF Pekorino - Appartements haut standing pekorino est un projet résidentiel intimiste actuellement en cours de construction, situé au cœur du quartier prisé de riviera à casablanca. conçu comme une résidence à taille humaine, le projet comprendra Riviera, Casablanca Haut standing En cours de construction En savoir plus"
mubawab,vente,Casablanca,56,Vente appartement californie,1 500 000 DH,1500000.0,82.0,18292.68,5.0,2.0,1.0,,https://www.mubawab.ma/fr/a/8324624/vente-appartement-californie,"1 500 000 DH Vente appartement californie Californie, Casablanca 82 m² 5 Pièces 2 Chambres 1 Salle de bain Jardin Terrasse Garage Ascenseur Climatisation Sécurité Cuisine équipée Appartement à vendre – Quartier recherché de Casablanca Situé dans un environnement calme et prisé, cet appartement de 82 m² offre un cadre de vie confortable et fonctionnel, idéal pour une résidence principale ou un investissement de qualité. L’appartement se compose de : • 2 chambres lumineuses • Un salon spacieux offrant un bel espace de réception • Une cuisine entièrement équipée • Une salle de bain moderne Situ... Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,56,Villa Commerciale de 1622 m2 à Bd Ghandi,30 000 000 DH,30000000.0,1622.0,18495.68,7.0,4.0,2.0,Bd Ghandi Oasis,https://www.mubawab.ma/fr/a/6881495/villa-commerciale-de-1622-m2-%C3%A0-bd-ghandi,"30 000 000 DH Villa Commerciale de 1622 m2 à Bd Ghandi Oasis, Casablanca 1622 m² 7 Pièces 4 Chambres 2 Salles de bains Jardin Villa de 1622 m2 de terrain, très grande façade, villa angle, grande visibilité, dédiée pour une activité commerciale, linaire commercial LCS, tout type de commerce, située en plein l'artère de Ghandi Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,56,Villa Moderne de 1065 m2 à Californie,17 500 000 DH,17500000.0,1065.0,16431.92,8.0,4.0,4.0,Californie Californie,https://www.mubawab.ma/fr/a/6881587/villa-moderne-de-1065-m2-%C3%A0-californie,"17 500 000 DH Villa Moderne de 1065 m2 à Californie Californie, Casablanca 1065 m² 8 Pièces 4 Chambres 4 Salles de bains Jardin Piscine Belle villa de 1065 m2 de terrain et 750 m2 de construction, très bien située au quartier de californie, ruelle tranquille, bonne distribution et exposition. La villa est dotée de tout le confort. A Découvrir Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,56,Très beau studio à vendre sans vis à vis,1 400 000 DH,1400000.0,65.0,21538.46,2.0,,1.0,vendre sans vis à vis Oasis,https://www.mubawab.ma/fr/a/8233872/tr%C3%A8s-beau-studio-%C3%A0-vendre-sans-vis-%C3%A0-vis,"1 400 000 DH Très beau studio à vendre sans vis à vis Oasis, Casablanca 65 m² 2 Pièces 1 Ch. 1 Salle de bain Terrasse Garage Ascenseur Concierge Chambre rangement Meublé Façade extérieure Salon Marocain Salon européen Antenne parabolique Climatisation Chauffage central Sécurité Double vitrage Porte blindée Cuisine équipée Réfrigérateur Four Machine à laver Micro-ondes Un très beau studio à vendre neuf jamais habité , avec un très bon rendement locatif . L’appartement dispose d’une belle terrasse de 9 m2 entièrement sans vis à vis . Titre foncier 63 m2 dont 9 m2 terrasse Et une place de parking 12 m2 Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,56,"Appartement à Vendre de 119.0 m² à Casablanca, Oulfa",1 250 000 DH,1250000.0,0.0,,5.0,3.0,2.0,,https://www.mubawab.ma/fr/a/8324552/appartement-%C3%A0-vendre-de-119-0-m%C2%B2-%C3%A0-casablanca-oulfa,"1 250 000 DH Appartement à Vendre de 119.0 m² à Casablanca, Oulfa Oulfa, Casablanca 119 m² 5 Pièces 3 Chambres 2 Salles de bains Garage Climatisation Nouvelle annonce de Vente d'un appartement à Casablanca, dans le quartier Oulfa. Cette propriété spacieuse offre une surface de 119.0m² au 3 étage Ce bien lumineux est idéal. Prix attractif de 1250000 Dhs Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,56,"Appartement à Vendre de 88.0 m² à Casablanca, Bourgogne Anfa",1 150 000 DH,1150000.0,0.0,,4.0,2.0,1.0,,https://www.mubawab.ma/fr/a/8324542/appartement-%C3%A0-vendre-de-88-0-m%C2%B2-%C3%A0-casablanca-bourgogne-anfa,"1 150 000 DH Appartement à Vendre de 88.0 m² à Casablanca, Bourgogne Anfa Bourgogne Ouest, Casablanca 88 m² 4 Pièces 2 Chambres 1 Salle de bain Garage Ascenseur Nouvelle annonce de Vente d'un appartement à Casablanca, dans le quartier Bourgogne (Anfa). Cette propriété spacieuse offre une surface de 88.0m² au 4 étage Ce bien lumineux est idéal. Prix attractif de 1150000 Dhs Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,56,"Appartement à Vendre de 119.0 m² à Casablanca, Hopitaux",1 450 000 DH,1450000.0,0.0,,5.0,3.0,2.0,,https://www.mubawab.ma/fr/a/8324540/appartement-%C3%A0-vendre-de-119-0-m%C2%B2-%C3%A0-casablanca-hopitaux,"1 450 000 DH Appartement à Vendre de 119.0 m² à Casablanca, Hopitaux Les Hôpitaux, Casablanca 119 m² 5 Pièces 3 Chambres 2 Salles de bains Garage Ascenseur Nouvelle annonce de Vente d'un appartement à Casablanca, dans le quartier Les Hopitaux. Cette propriété spacieuse offre une surface de 119.0m² au 1 étage Ce bien lumineux est idéal. Prix attractif de 1450000 Dhs Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,56,Vue degagee au 1er etage,1 600 000 DH,1600000.0,82.0,19512.2,,2.0,,,https://www.mubawab.ma/fr/a/8324529/vue-degagee-au-1er-etage,"1 600 000 DH Vue degagee au 1er etage Bourgogne Est, Casablanca 82 m² 2 Chambres Garage Ascenseur Double vitrage BOURGOGNE PROCHE CLINIQUE BADR Nouveautée Avril 2026 APpartement au premier etage avec ascenseur et garage en indivision dans cooproprietée bien entretenue ENsoleillée plein sud pouvant etre utilisé comme bureau ou apartement double vitrage efficace prevoir un rafraichissement COntact ABEL SUR WHATSAPP Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,56,Villa 3200m² à ANFA SUPÉRIEURE,60 000 000 DH,60000000.0,3200.0,18750.0,9.0,4.0,3.0,ANFA SUPÉRIEURE Anfa Supérieur,https://www.mubawab.ma/fr/a/6772872/villa-3200m%C2%B2-%C3%A0-anfa-sup%C3%A9rieure,"60 000 000 DH Villa 3200m² à ANFA SUPÉRIEURE Anfa Supérieur, Casablanca 3200 m² 9 Pièces 4 Chambres 3 Salles de bains Jardin Terrasse Piscine Villa de 3200 m², située dans une ruelle calme en pleine anfa supérieure, villa qui peut faire l'objet d'une opération de morcellement en 3 lots de 1000 m². Excellent emplacement à Anfa supérieure Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,56,Maison de haut standing à vendre à CIL Hay Salam. Surface de...,5 500 000 DH,5500000.0,800.0,6875.0,2.0,3.0,3.0,,https://www.mubawab.ma/fr/a/8169856/maison-de-haut-standing-%C3%A0-vendre-%C3%A0-cil-hay-salam-surface-de-800-m%C2%B2-jardin-et-garage,"5 500 000 DH Maison de haut standing à vendre à CIL Hay Salam. Surface de... CIL (Hay Salam), Casablanca 800 m² 2 Pièces 3 Chambres 3 Salles de bains Jardin Garage Prestations haut de gamme pour cette villa à vendre. Prix 5 500 000 DH. 2 pièces, 3 salles de bains, surface 800 m². 3 chambres. Bon état. Profitez d'un beau jardin. Dispose également d'un garage. Cette superbe villa est en vente à CIL (Hay Salam), Casablanca Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,56,Villa de 619 m2 à ZOM ANFA,12 000 000 DH,12000000.0,619.0,19386.11,8.0,4.0,3.0,ZOM ANFA Anfa,https://www.mubawab.ma/fr/a/6881380/villa-de-619-m2-%C3%A0-zom-anfa,"12 000 000 DH Villa de 619 m2 à ZOM ANFA Anfa, Casablanca 619 m² 8 Pièces 4 Chambres 3 Salles de bains Jardin Villa de 619 m2 de terrain, située dans une belle impasse tranquille au vieux quartier de Zom Zom Anfa. Excellent emplacement à ANFA Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,56,Villa d'exception à ain diab – le luxe,22 000 000 DH,22000000.0,600.0,36666.67,11.0,4.0,6.0,,https://www.mubawab.ma/fr/a/8324434/villa-d-exception-%C3%A0-ain-diab-%E2%80%93-le-luxe,"22 000 000 DH Villa d'exception à ain diab – le luxe Ain Diab, Casablanca 600 m² 11 Pièces 4 Chambres 6 Salles de bains Jardin Terrasse Garage Ascenseur Vue sur mer Piscine Chambre rangement Meublé Entre-seul Salon Marocain Salon européen Cheminée Climatisation Chauffage central Sécurité Double vitrage Porte blindée VILLA D'EXCEPTION À AIN DIAB – LE LUXE ABSOLU SUR 4 NIVEAUX Découvrez une résidence de prestige située dans le secteur le plus convoité d'Ain Diab, offrant un cadre de vie inégalé alliant modernité, volumes spectaculaires et confort domotique. Répartie sur 4 niveaux d’exception (2 sous-sols et 2 étages), cette villa a été pensée pour une fluidité de mouvement totale grâce à son ascenseur intérieur privé desservant chaque niveau. LES ATOUTS MAJEU... Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,56,Villa Commerciale 1017 m2 à Bd Frankiln Roosevet,16 000 000 DH,16000000.0,1017.0,15732.55,8.0,4.0,3.0,Bd Frankiln Roosevet Anfa,https://www.mubawab.ma/fr/a/6881388/villa-commerciale-1017-m2-%C3%A0-bd-frankiln-roosevet,"16 000 000 DH Villa Commerciale 1017 m2 à Bd Frankiln Roosevet Anfa, Casablanca 1017 m² 8 Pièces 4 Chambres 3 Salles de bains Jardin Villa pour usage commercial ou pour le siège sociale d'une multinationale. Excellent emplacement sur le prestigieux boulevard Franklin roosevelt à côté des grandes enseignes, villa angle, grande visibilité, stationnement disponible Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,56,Villa Commerciale de 985 m2 à Bd Dris Slaoui,22 000 000 DH,22000000.0,985.0,22335.03,8.0,4.0,2.0,Bd Dris Slaoui Anfa,https://www.mubawab.ma/fr/a/6881384/villa-commerciale-de-985-m2-%C3%A0-bd-dris-slaoui,"22 000 000 DH Villa Commerciale de 985 m2 à Bd Dris Slaoui Anfa, Casablanca 985 m² 8 Pièces 4 Chambres 2 Salles de bains Jardin Pour une affaire commerciale ou le siège sociale d'une société : Villa à usage commercial de 985 m2 de terrain, très bien située en plein boulevard Dris Slaoui, villa angle, grande visibilité. A Découvrir Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,56,Vend appartement à Ferme Bretonne Hay Arraha. 2 belles cham...,1 988 500 DH,1988500.0,97.0,20500.0,3.0,2.0,2.0,,https://www.mubawab.ma/fr/a/8324453/vend-appartement-%C3%A0-ferme-bretonne-hay-arraha-2-belles-chambres-garage,"1 988 500 DH Vend appartement à Ferme Bretonne Hay Arraha. 2 belles cham... Ferme Bretonne (Hay Arraha), Casablanca 97 m² 3 Pièces 2 Chambres 2 Salles de bains Garage Faites une belle affaire en achetant cet appartement. Prix 1 988 500 DH. 2 chambres, 2 salles de bains, surface 97 m². 3 pièces lumineuses. 2ème étage. Projet neuf. Garage privé. Idéal si vous souhaitez acheter un appartement à Ferme Bretonne (Hay Arraha), Casablanca Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,56,Très bel appartement à vendre racine,4 700 000 DH,4700000.0,277.0,16967.51,6.0,3.0,2.0,vendre racine Racine,https://www.mubawab.ma/fr/a/8190663/tr%C3%A8s-bel-appartement-%C3%A0-vendre-racine,"4 700 000 DH Très bel appartement à vendre racine Racine, Casablanca 277 m² 6 Pièces 3 Chambres 2 Salles de bains Terrasse Garage Ascenseur Concierge Ref AV880 - APPARTEMENT DE PRESTIGE à vendre, 3 chambres Superficie de 277 m² dont 19 m² ( Box et Garage ) Situé au 5ème étage d’un immeuble Haut Standing, dans un emplacement stratégique, en pleine expansion, à proximité immédiate des commodités, dans un quartier chic et recherché Cet appartement rare de 277 m² offre un ensoleillement exceptionnel, des volumes généreux et un confort absolu dans un environnement calme et sécurisé - Tr... Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,56,Bel appartement à vendre à Racine. 3 pièces confortables. ...,1 950 000 DH,1950000.0,116.0,16810.34,3.0,2.0,3.0,,https://www.mubawab.ma/fr/a/8293539/bel-appartement-%C3%A0-vendre-%C3%A0-racine-3-pi%C3%A8ces-confortables-concierge-et-climatisation,"1 950 000 DH Bel appartement à vendre à Racine. 3 pièces confortables. ... Racine, Casablanca 116 m² 3 Pièces 2 Chambres 3 Salles de bains Garage Ascenseur Concierge Façade extérieure Salon Marocain Salon européen Climatisation Cuisine équipée Four Opportunité unique pour cet appartement à vendre. Prix 1 950 000 DH. 3 pièces, 3 salles de bains, surface 116 m². 2 chambres à coucher. 5ème étage. Moins de 20 ans. Revêtement: Marbre. Appréciez le confort de la climatisation. La résidence dispose également d'un service de concierge. Idéal si vous souhaitez acheter un appartement à Racine. Avec ascenseur. Cuisine équipée. Soyez le premier à visiter cet appartement en vente à Casablanca. Salon c... Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,56,Villa de 1020 m2 à Califronie,13 000 000 DH,13000000.0,1020.0,12745.1,8.0,4.0,3.0,Califronie Californie,https://www.mubawab.ma/fr/a/6881895/villa-de-1020-m2-%C3%A0-califronie,"13 000 000 DH Villa de 1020 m2 à Califronie Californie, Casablanca 1020 m² 8 Pièces 4 Chambres 3 Salles de bains Jardin Piscine Villa de 1020 m2 de terrain et 700 m2 de construction, tout prêt de l'école américaine Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,56,Villa de 550 m2 à Résidence sécurisée à Californie,8 000 000 DH,8000000.0,550.0,14545.45,9.0,4.0,4.0,Résidence sécurisée à Californie Californie,https://www.mubawab.ma/fr/a/6882038/villa-de-550-m2-%C3%A0-r%C3%A9sidence-s%C3%A9curis%C3%A9e-%C3%A0-californie,"8 000 000 DH Villa de 550 m2 à Résidence sécurisée à Californie Californie, Casablanca 550 m² 9 Pièces 4 Chambres 4 Salles de bains Jardin Piscine Villa en très bon état bien entretenue dan une belle résidence surveillée à californie, A VISITER Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,56,Villa Commerciale de 627 m2 à Bd Dris Slaoui,15 000 000 DH,15000000.0,627.0,23923.44,8.0,4.0,3.0,Bd Dris Slaoui Anfa,https://www.mubawab.ma/fr/a/6881386/villa-commerciale-de-627-m2-%C3%A0-bd-dris-slaoui,"15 000 000 DH Villa Commerciale de 627 m2 à Bd Dris Slaoui Anfa, Casablanca 627 m² 8 Pièces 4 Chambres 3 Salles de bains Jardin Pour une affaire commerciale ou le siège sociale d'une société : Villa en plein le boulevard commercial Driss Slaoui, grande visibilité, stationnement disponible, A VISITER Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,56,Villa semi finie dans une résidence fermée,3 600 000 DH,3600000.0,300.0,12000.0,6.0,4.0,4.0,,https://www.mubawab.ma/fr/a/7829873/villa-semi-finie-dans-une-r%C3%A9sidence-ferm%C3%A9e,"3 600 000 DH Villa semi finie dans une résidence fermée Ain Diab Extension, Casablanca 300 m² 6 Pièces 4 Chambres 4 Salles de bains Jardin Terrasse Garage Entre-seul Cheminée À vendre petite villa de 300m² sur plan à l' état beton semi-finie sur un terrain de 200m² construit sur 3 étages traversant Est/Ouest en résidence fermée sur la route Azemmour. Au Rdc un double salon avec cheminée et donnant accès sur le jardin , cuisine avec sortie sur une cour , vestiaire invités . A l’étage suite parentale avec dressing et sdb, balcon ,chambres avec placards avec sdb et balcon Cave spacieuse Soit à démolir et reconst... Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,56,Villa anfa sup a renover terrain 1700m2,30 000 000 DH,30000000.0,1700.0,17647.06,7.0,4.0,4.0,,https://www.mubawab.ma/fr/a/8256258/villa-anfa-sup-a-renover-terrain-1700m2,"30 000 000 DH Villa anfa sup a renover terrain 1700m2 Anfa, Casablanca 750 m² 7 Pièces 4 Chambres 4 Salles de bains Jardin Terrasse Garage Vue sur mer Piscine Concierge Salon Marocain Salon européen Cuisine équipée Prestations haut de gamme pour cette villa à vendre. Prix 30 000 000 DH. 4 chambres à coucher, 4 salles de bains, 750 m². 7 pièces. Moins de 10 ans. À rénover. Type de sol: Marbre. Confort et sécurité avec service de conciergerie et pisci Cette belle villa est en vente à Anfa. Vous bénéficierez d'une terrasse et d'un jardin. Spacieux salon marocain traditionnel. Contactez-nous si vous êtes intéressé par cette villa à Casablanca. Confortable sal... Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,56,Appartement de 3 chambres à vendre à Racine,3 450 000 DH,3450000.0,169.0,20414.2,8.0,3.0,3.0,vendre à Racine Racine,https://www.mubawab.ma/fr/a/8324402/appartement-de-3-chambres-%C3%A0-vendre-%C3%A0-racine,"3 450 000 DH Appartement de 3 chambres à vendre à Racine Racine, Casablanca 169 m² 8 Pièces 3 Chambres 3 Salles de bains Terrasse Garage Ascenseur Concierge Chambre rangement Façade extérieure Opportunité à saisir : 𝐯𝐞𝐧𝐭𝐞 𝐝’𝐮𝐧 𝐬𝐮𝐩𝐞𝐫𝐛𝐞 𝐚𝐩𝐩𝐚𝐫𝐭𝐞𝐦𝐞𝐧𝐭 sans vis a vis Racine -Surface habitable de l’appartement: 167 𝚖² -3 chambres chambre du personnel -3 salles de bain -2 places de parking titrées box 𝐋𝐞𝐬 𝐝𝐞 𝐥’𝐚𝐩𝐩𝐚𝐫𝐭𝐞𝐦t𝐞𝐧𝐭 : -5 eme et dernier étage -Rue très prisée de Racine. L’emplacement est stratégique, proche de toutes commodités et très calme -Appartement traversant avec une lumière n... Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,56,Belle villa moderne ain diab,8 800 000 DH,8800000.0,555.0,15855.86,7.0,4.0,4.0,,https://www.mubawab.ma/fr/a/8201172/belle-villa-moderne-ain-diab,"8 800 000 DH Belle villa moderne ain diab Ain Diab, Casablanca 555 m² 7 Pièces 4 Chambres 4 Salles de bains Jardin Terrasse Garage Vue sur mer Piscine Concierge Chambre rangement Salon Marocain Salon européen Antenne parabolique Cheminée Climatisation Chauffage central Sécurité Double vitrage Porte blindée Cuisine équipée Acheter cette somptueuse villa. Prix 880 0000 DH. 7 pièces, 4 salles de bains privatives, 550 m². 4 chambres. Moins de 5 ans. Type de sol: Marbre. Profitez du confort de la cheminée et de la climatisation. La résidence dispose d'un service de concierge et d'une piscine. Cette luxueuse maison est à louer à ain diab Sécurité maximale avec système de surveillance et porte blindée. Équipé d'une antenne parabolique. Jardin et terrasse propices à la d... Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,57,Villa Ultra Moderne Neuve de 2700 m2 à Californie,40 000 000 DH,40000000,2700,14814.81,9,4.0,3,Californie Californie,https://www.mubawab.ma/fr/a/6881563/villa-ultra-moderne-neuve-de-2700-m2-%C3%A0-californie,"40 000 000 DH Villa Ultra Moderne Neuve de 2700 m2 à Californie Californie, Casablanca 2700 m² 9 Pièces 4 Chambres 3 Salles de bains Jardin Piscine PRODUIT RARE : Villa ultra moderne, neuve jamais habitée, tout prêt de l'école américaine dans une ruelle calme, bonne distribution et orientation. Villa disposant de tout le confort pour une luxueuse habitation. 2700 m2 de terrain et 900 m2 de construction sur 3 niveaux Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,57,Villa Commerciale de 977 m2 à Bd Modibo Keita,13 000 000 DH,13000000,977,13306.04,8,4.0,2,Bd Modibo Keita Polo,https://www.mubawab.ma/fr/a/6881502/villa-commerciale-de-977-m2-%C3%A0-bd-modibo-keita,"13 000 000 DH Villa Commerciale de 977 m2 à Bd Modibo Keita Polo, Casablanca 977 m² 8 Pièces 4 Chambres 2 Salles de bains Villa de 977 m2 de terrain, située en plein l'artère commercial R2 de Modibo Keita, villa angle, grande visibilité, pour tout type de commerce, linéaire commercial LCS, CUS 50% Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,57,Villa de 2625m2 Ultra moderne BONNE AFFAIRE,37 000 000 DH,37000000,2625,14095.24,14,4.0,4,,https://www.mubawab.ma/fr/a/7164871/villa-de-2625m2-ultra-moderne-bonne-affaire,"37 000 000 DH Villa de 2625m2 Ultra moderne BONNE AFFAIRE Californie, Casablanca 2625 m² 14 Pièces 4 Chambres 4 Salles de bains Villa de 2625m2 de terrain et 850m2 de construction sur 3 niveaux,, située au centre de Californie dans une ruelle tranquille, à quelques pas de l'école américaine, villa disposant de tout le confort pour une habitation agréable. A VISITER ABSOLUMENT Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,57,Villa de 1400 m2 à Longchamps,19 000 000 DH,19000000,1400,13571.43,10,4.0,3,,https://www.mubawab.ma/fr/a/6880843/villa-de-1400-m2-%C3%A0-longchamps,"19 000 000 DH Villa de 1400 m2 à Longchamps Longchamps (Hay Al Hanâa), Casablanca 1400 m² 10 Pièces 4 Chambres 3 Salles de bains Jardin Villa de 1400 m2 dans une ruelle calme à longchamps. villa à restaurer ou à démolir. Bel emplacement et orientation Contacter Appelez WhatsApp"
mubawab,vente,Casablanca,57,A vendre bel appartement,3 634 260 DH,3634260,204,17815.0,5,3.0,3,,https://www.mubawab.ma/fr/a/8324381/a-vendre-bel-appartement,"3 634 260 DH A vendre bel appartement Californie, Casablanca 204 m² 5 Pièces 3 Chambres 3 Salles de bains Jardin Terrasse Garage Ascenseur Piscine Concierge Meublé Cheminée Sécurité Cuisine équipée Réfrigérateur Four Machine à laver Micro-ondes Guillon Immo Déco vous propose un appartement de standing au cœur du très recherché quartier Californie, au sein de la Résidence Marjana, une adresse confidentielle où confort et sérénité se rencontrent. Situé au 6ᵉ étage d’une résidence sécurisée avec ascenseur, concierge et piscine, cet appartement de 189 m² habitables séduit immédiatement par ses volumes, sa luminosité et la qualité de ses prestations. La réception, spacieuse et chaleureuse... Contacter Appelez WhatsApp"
