category,osm_id,osm_type,name,subtype,lat,lon,address,city,phone,website,dist_motorway_m,dist_primary_m,dist_secondary_m,road_accessibility_score
education,3346775601,node,École Supérieure en Ingénierie de l'Information de Télécommunication Management et Bâtiment,college,33.5911322,-7.6276619,Rue Moussa Bnou Noussair زنقة موسى بن نصير,,,,8872.0,367.0,23.0,0.462
education,3639395834,node,Ecole Almadina Ain Sbaa,school,33.6032963,-7.5262885,,,,,5009.0,57.0,183.0,0.709
education,3788381531,node,Institut Spécialisé du Bâtiment,school,33.5807419,-7.5914928,,,,,6148.0,67.0,54.0,0.693
education,3788381532,node,Office de la Formation Professionnelle et de la Promotion du Travail مكتب التكوين المهني وإنعاش الشغل,school,33.5802895,-7.5907064,,,,,6075.0,48.0,48.0,0.723
education,3957433753,node,Kenzi,kindergarten,33.5938171,-7.647996,,,,,9676.0,684.0,107.0,0.322
education,3958744374,node,CODA Casablanca Music Center,school,33.5507156,-7.6343969,,,,,4791.0,25.0,88.0,0.76
education,4193621892,node,ISTA Hay Hassani 2,school,33.5742611,-7.6769945,,,,,7351.0,177.0,310.0,0.517
education,4193624098,node,École Ibno Hamdise,school,33.5742723,-7.6734501,,,,,7325.0,280.0,161.0,0.352
education,4193624493,node,École Al Akhtal,school,33.5711707,-7.6759597,,,,,6999.0,534.0,39.0,0.435
education,4193870339,node,Best Institut,school,33.5949543,-7.6176097,,,,,8672.0,129.0,95.0,0.594
education,4193901867,node,Goethe Institut Casablanca,language_school,33.5946264,-7.616552,Place du 16 Novembre,,+212 5 22 20 04 45,https://www.goethe.de/ins/ma/de/index.html,8589.0,203.0,190.0,0.475
education,4193937770,node,Institut Central de Formation,college,33.5952167,-7.6151287,Boulevard Mohammed V شارع محمد الخامس,Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء,+212 5 22 22 17 59,https://icf-maroc.com/,8575.0,159.0,232.0,0.546
education,4202641898,node,École Al Fajr,school,33.5655887,-7.6743337,Zanqat 12,,,,6368.0,1172.0,89.0,0.352
education,4346009691,node,Groupe scolaire al isbah,school,33.6038997,-7.4896686,,,,,3971.0,528.0,235.0,0.108
education,4392185372,node,Al Mitak,school,33.6005961,-7.6357649,,,,,10129.0,296.0,22.0,0.463
education,4394144992,node,Groupe Scolaire Riad مجموعة مدارس الرياض,school,33.5290906,-7.6169149,Route de Taddart,,,,1989.0,3.0,623.0,0.795
education,4442632420,node,OFPPT IMV معهد مهن الملابس درب غلف,school,33.5700534,-7.6322612,,,,,6751.0,664.0,10.0,0.483
education,4467374189,node,مدرسة البورقادي,school,33.5458195,-7.5707052,,,,,1861.0,329.0,56.0,0.407
education,4467374190,node,مدرسة خفاجة,school,33.5461494,-7.5709555,,,,,1901.0,285.0,56.0,0.407
education,4467479192,node,Groupe Scolaire Almostakbal مجموعة مدارس المستقبل,school,33.5512849,-7.6816219,Boulevard Oued Sebou,,+212 5 22 89 49 60,,4905.0,2076.0,22.0,0.463
education,4493314490,node,Collège abd elaziz meziane belfqih الثانوية الإعدادية عبد العزيز مزيان بلفقيه,school,33.54923,-7.6902309,,,,,4949.0,2229.0,175.0,0.208
education,4501300389,node,Groupe scolaire ALPHA privé مجموعة مدارس ألفا الخصوصية,school,33.5381245,-7.6715189,,,,,3303.0,468.0,249.0,0.085
education,4540158389,node,,school,33.5889744,-7.5050692,,,,,2744.0,374.0,301.0,0.202
education,4540359592,node,AEROSUP école d'ingerieurs,school,33.598778,-7.63839,,,,,9986.0,31.0,31.0,0.75
education,4549508504,node,,school,33.5898086,-7.5040854,,,,,2813.0,391.0,236.0,0.174
education,4695898689,node,Omar el idrissi,school,33.5817229,-7.6074645,,,,,6926.0,301.0,45.0,0.425
education,4695899089,node,Lycée ome l idrss,school,33.5784155,-7.6094715,,,,,6725.0,577.0,34.0,0.443
education,4720321094,node,Groupe scolaire sidi maarouf مجموعة مدارس سيدي معروف,school,33.520132,-7.6499859,,,,,2154.0,1283.0,217.0,0.138
education,4721278189,node,Moulay youssef,school,33.5491026,-7.486318,,,,,1602.0,322.0,807.0,0.285
education,4730715322,node,IGTC,school,33.5362787,-7.602628,,,,,2479.0,159.0,444.0,0.546
education,4731212921,node,Moulay youssef,school,33.5482409,-7.4887073,,,,,1595.0,188.0,998.0,0.499
education,4790800921,node,مدرسة 11 يناير,school,33.5991534,-7.4896328,Boulevard Ahl Loghlam,,,,3768.0,160.0,50.0,0.544
education,4791278121,node,الثانوية التأهيلية مولاي يوسف,school,33.5981552,-7.4896262,Boulevard Ahl Loghlam,,,,3657.0,54.0,92.0,0.714
education,4791930921,node,Lycée Assala ثانوية الأصالة الخصوصية,school,33.6110318,-7.5133749,,,,,5314.0,82.0,59.0,0.669
education,4799940321,node,إعدادية المستقبل,school,33.5820887,-7.5598881,,,,,5007.0,40.0,174.0,0.736
education,5044967325,node,école bachar bnou bourd مدرسة بشار ابن برد,school,33.5438586,-7.5978074,,,,,3120.0,379.0,296.0,0.194
education,5044977923,node,collège elhoussna إعدادية الحسنى,school,33.5428908,-7.5973722,,,,,3005.0,264.0,283.0,0.378
education,5128085222,node,20 août 1953,school,33.558312,-7.5409958,,,,,1941.0,811.0,33.0,0.445
education,5242889722,node,El jazira الجزيرة,school,33.5505384,-7.6809761,,,,,4810.0,1980.0,117.0,0.305
education,5289750321,node,l'atomium,school,33.6111572,-7.5318227,Boulevard Chefchaouni,,,,6022.0,713.0,14.0,0.477
education,5291521523,node,OFPPT Sidi Moumen,college,33.5744758,-7.5220855,,,,,2283.0,29.0,395.0,0.754
education,5337674385,node,Lycée abdelkarim al khattabi الثانوية التأهيلية عبد الكريم الخطابي,college,33.5925406,-7.553699,,,,,5538.0,744.0,143.0,0.262
education,5422740635,node,TBS - Toulouse Business School,university,33.5351918,-7.6402596,,,+212 5 29 05 10 01,https://www.tbs-education.ma/,3562.0,129.0,169.0,0.594
education,5422740637,node,ESIG,university,33.5352923,-7.6397983,,,,,3560.0,94.0,145.0,0.65
education,5467140344,node,OUM ARRABIA,school,33.556018,-7.6898707,,,,,5636.0,1684.0,45.0,0.425
education,5501090523,node,AL-MAQDISI cpm الثانوية التأهيلية المقدسي,school,33.5601109,-7.5330146,Avenue Abdelkader Sahraoui,,,,1519.0,942.0,234.0,0.11
education,5652867529,node,Establissement Al Anwar II,school,33.5332148,-7.5852717,Rue 10,,,,1508.0,917.0,12.0,0.48
education,5657167304,node,Institut de Beauté,school,33.5851396,-7.6185559,Rue Tarrablous,,,,7826.0,265.0,205.0,0.376
education,5664803143,node,Groupe Scolaire la Joconde Maternelle,school,33.5391378,-7.6819874,Route Haj Fateh,,,,3622.0,1110.0,31.0,0.448
education,5676138321,node,École Paul Bert Crèche-Maternelle-Primaire,school,33.5582162,-7.6246638,Route de Taddart,,+212 5 22 82 59 32,,5305.0,32.0,111.0,0.749
education,5682584590,node,Groupe scolaire Badry,school,33.5164352,-7.6675987,,,,,886.0,201.0,590.0,0.478
education,5685617258,node,Groupe Scolaire Moumna,school,33.5320326,-7.729665,Boulevard Annasrine,,,,5380.0,1598.0,85.0,0.358
education,5746296428,node,,school,33.5948623,-7.6167697,,,,,8622.0,170.0,158.0,0.528
education,5792525453,node,الثانوية التأهيلية عثمان بن عفان,school,33.6127165,-7.4899707,,,,,3828.0,227.0,210.0,0.437
education,5792574353,node,الثانوية الإعدادية عمر بن عبد العزيز,school,33.6130992,-7.4903195,,,,,3834.0,279.0,174.0,0.354
education,5792613855,node,مدرسة أبي عنان,school,33.6144768,-7.4896127,Boulevard Imam Malik,,,,3701.0,358.0,52.0,0.413
education,5795633855,node,الثانوية الإعدادية الرشيد,school,33.6038824,-7.5038842,Boulevard Ahmed Ahras,,,,4351.0,81.0,51.0,0.67
education,5830982385,node,Es2im,school,33.5955543,-7.6139765,,,+212 5 22 48 16 60,https://es2im.ma/,8553.0,132.0,280.0,0.589
education,5865124686,node,École info design,school,33.5941466,-7.6172517,Rue de Tata,,+212 5 22 48 16 60,,8578.0,224.0,181.0,0.442
education,6027126585,node,Imapro,school,33.5985999,-7.6150685,Boulevard Houphouët Boigny,,+212 5 22 26 46 00,http://www.imapro.ma,8897.0,142.0,9.0,0.573
education,6099304285,node,مؤسسة عمر الفاروق,school,33.5559009,-7.6240753,,,,,5042.0,5.0,141.0,0.792
education,6342096424,node,الثانوية الإعدادية صفي الدين الحلي,school,33.6098363,-7.4976357,,,,,4602.0,233.0,52.0,0.427
education,6359244113,node,مجموعة مدارس أزهار الرياض,school,33.5425468,-7.6654711,Boulevard Laymoune,,+212 5 22 89 53 27,https://www.gsae.ma/,3795.0,294.0,66.0,0.39
education,6405151185,node,بلابل السلام,college,33.5828761,-7.5557401,Boulevard de la Grande Ceinture شارع الحزام الكبير,,,,4803.0,4.0,157.0,0.794
education,6411464023,node,Groupe Scolaire Doha,school,33.5354164,-7.7239388,,,,,5261.0,948.0,80.0,0.367
education,6411478245,node,Groupe Scolaire Aya,school,33.5325368,-7.7293033,,,,,5392.0,1540.0,121.0,0.298
education,6411502314,node,Groupe Scolaire les Emeraudes,school,33.5370798,-7.7339381,,,,,6049.0,1369.0,394.0,0.0
education,6411504180,node,Groupe Scolaire Jean Jaures,school,33.5368473,-7.7336806,,,,,6014.0,1377.0,429.0,0.0
education,6568071587,node,,school,33.5952966,-7.6157232,Boulevard Mohammed V,,,,8612.0,150.0,191.0,0.56
education,6575655585,node,ENSAM Casablanca,university,33.5593959,-7.56616,Boulevard du Nil,,+212 5 22 56 42 22,,3119.0,170.0,68.0,0.528
education,6660801385,node,التكوين المهني مولاي رشيد (نيڤو باك),school,33.5660037,-7.5380741,,,,,2314.0,217.0,562.0,0.453
education,6670464485,node,مدرسة التعليم الاولي ماما هبة,school,33.5694154,-7.5379072,,,,,2595.0,132.0,318.0,0.589
education,6770446185,node,Licye khadijah oumlmouminin تانوية,school,33.594104,-7.5069031,,,,,3339.0,660.0,259.0,0.068
education,6782582289,node,إعدادية عبد الواحد العلوي,school,33.5948454,-7.50905,,,,,3475.0,490.0,407.0,0.016
education,7081604785,node,مدرسة المنظر الجميل,school,33.5831406,-7.5542907,,,,,4736.0,5.0,149.0,0.792
education,7168971441,node,مدرسة أسامة إبن زيد,school,33.6130643,-7.5023731,,,,,4832.0,289.0,3.0,0.495
education,7168974697,node,Ecole coiffure,college,33.6143197,-7.497985,,,,,4404.0,171.0,125.0,0.526
education,7844763986,node,مجموعة مدارس غزة الخصوصية,school,33.5717947,-7.5308692,Avenue du Commandant Idriss Elharti,,,,2481.0,13.0,341.0,0.779
education,8108929117,node,أبو قاسم الزياني,school,33.5699019,-7.5326476,Avenue du Commandant Idriss Elharti,,,,2371.0,19.0,75.0,0.77
education,8225544717,node,إعدادية الرحالي الفاروقي,school,33.5704257,-7.5321384,Avenue du Commandant Idriss Elharti,,,,2399.0,28.0,149.0,0.755
education,8442480454,node,Jardin d'enfants Bienfaisance Maârif,kindergarten,33.586206,-7.6364601,Rue El Kadi Iass زنقة القاضي إياس,,+212 5 22 25 31 16,https://jardinenfantsbienfaisance.ma/,8586.0,57.0,30.0,0.709
education,8754340906,node,École Islane,language_school,33.5142301,-7.6680103,,Casablanca,,,638.0,189.0,835.0,0.498
education,8755743384,node,Ecole Polytechnique de Casablanca,university,33.5456171,-7.6637519,"10, Lotissement Allaimoun 1",Casablanca,,,4150.0,536.0,160.0,0.233
education,8756312687,node,Les Cocons,school,33.5771121,-7.6498709,,,,,7824.0,249.0,376.0,0.402
education,8756483702,node,Faculté des sciences Aïn-Chock,university,33.5454024,-7.6565627,"Route d'El Jadida, km 8",Casablanca,,,4252.0,323.0,64.0,0.393
education,8805742817,node,ثانوية عبد الكريم الخطابي,school,33.5851917,-7.551511,,,,,4754.0,105.0,201.0,0.632
education,8805742917,node,إعدادية الساقية الحمراء,school,33.5857177,-7.5519919,,,,,4828.0,178.0,252.0,0.515
education,8815075251,node,Jardin d'enfants Bienfaisance Mers Sultan,kindergarten,33.5867452,-7.6165958,Rue Halab,Casablanca,+212 5 22 22 16 06,https://jardinenfantsbienfaisance.ma/,7862.0,403.0,38.0,0.437
education,8874343054,node,Institut Scolaire les Palmiers,school,33.6093096,-7.5379005,,,,,6166.0,518.0,231.0,0.115
education,8875078226,node,ISITS,college,33.6133542,-7.5278018,,,,,6052.0,710.0,19.0,0.468
education,8887938234,node,Institut des Déclarants en Douane de Transport et de Logistique,college,33.5963197,-7.6145825,Avenue des Forces Armées Royales شارع الجيش الملكي,,+212 5 22 49 14 67,https://www.iddtl.ma/,8655.0,38.0,180.0,0.739
education,8887938235,node,École des Déclarants en Douane,college,33.5962951,-7.6144752,Avenue des Forces Armées Royales شارع الجيش الملكي,,+212 5 22 48 00 14,https://edd.ma/,8648.0,40.0,189.0,0.736
education,9031883818,node,مدرسة الأميرة لالة عائشة,school,33.5548927,-7.5895242,زنقة الشهيد الوليدي الصغير,,,,3522.0,214.0,174.0,0.458
education,9047950217,node,Acting Institute,school,33.5814213,-7.6354283,Rue Ibnou Mounir,,+212 6 41 44 91 92,https://actinginstitute.ma/,8048.0,111.0,203.0,0.622
education,9177064447,node,ثانوية ابو حيان التوحيدي,school,33.4651848,-7.642313,,,,,824.0,4538.0,203.0,0.176
education,9620906361,node,Collège de Sherbrooke,school,33.5820818,-7.6229022,,,,,7818.0,130.0,86.0,0.592
education,9621212154,node,Matrix centre de langues,language_school,33.579156,-7.6237986,,,,,7588.0,461.0,109.0,0.318
education,10576995171,node,École Omar Al Imam,school,33.6083126,-7.5365937,,,,,6005.0,400.0,81.0,0.365
education,11216875044,node,مدرسة عين الشفاء,school,33.5698547,-7.5807309,,,,,4679.0,94.0,87.0,0.65
education,11216876591,node,مدرسة الموحدين,school,33.5780296,-7.5660992,,,,,4962.0,177.0,64.0,0.517
education,11216900787,node,مدرسة يترب,school,33.5694542,-7.578907,,,,,4592.0,151.0,43.0,0.558
education,11413664275,node,,school,33.5831155,-7.6087192,,,,,7119.0,108.0,102.0,0.627
education,11413664276,node,Groupe Scolaire La Résidence,school,33.5829793,-7.6074401,,,,,7043.0,199.0,21.0,0.482
education,11413680776,node,,school,33.5721907,-7.6005094,,,,,5686.0,265.0,129.0,0.376
education,11413681071,node,,school,33.5832199,-7.6076113,,,,,7074.0,169.0,42.0,0.53
education,11716333361,node,,school,33.5388509,-7.5901446,,,,,2280.0,329.0,96.0,0.34
education,11922251985,node,James Webb Academy,school,33.4618738,-7.5163193,"FF6M+QGJ, Route, N9, Mediouna",,,,816.0,28.0,735.0,0.755
education,12320323712,node,Kids & Us,language_school,33.5824132,-7.641226,Rue Caïd al-Achtar,,,,8308.0,528.0,9.0,0.485
education,12487590140,node,الثانوية الإعدادية النصر,school,33.5686771,-7.61833,Boulevard Anoual شارع أنوال,Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء,,,6358.0,736.0,52.0,0.413
education,12794329314,node,École Supérieure d’Ingénierie de la Santé et Management de Projets,university,33.5921484,-7.6379846,Rue La Fontaine زنقة لافونتين,,+212 5 22 36 29 85,https://esismp.com/,9261.0,92.0,55.0,0.653
education,12878733295,node,Université Mohammed VI des Sciences de la Santé ⵜⴰⵙⴷⴰⵡⵉⵜ ⵎⵓⵃⴰⵎⵎⴷ ⵡⵉⵙⵙ ⵚⴹⵉⵚ ⵏ ⵜⵓⵙⵏⵉⵡⵉⵏ ⴷ ⵜⴷⵓⵙⵉ جامعة محمد السادس للعلوم والصحة,university,33.5858614,-7.6276556,Rue Ali Ben Abi Taleb,,,,8379.0,144.0,125.0,0.57
education,12878733296,node,Lycée Chaouki,school,33.5852364,-7.6281386,,,,,8318.0,77.0,130.0,0.677
education,13015851201,node,British Language Academy,school,33.5362877,-7.6027215,Rue 1,,,https://british.academy/,2483.0,160.0,450.0,0.544
education,13062498974,node,Collège-Lycée La Pléiade,school,33.5890771,-7.636471,Rue de la Mutualité,,+212 5 22 36 49 89,http://www.pleiade.ma/,8896.0,164.0,275.0,0.538
education,13073335847,node,Institut Supérieur du Génie Appliqué المعهد العالي للهندسة التطبيقية,university,33.5851093,-7.6448438,Boulevard Bir Anzarane شارع بئر أنزران,,,,8701.0,295.0,20.0,0.467
education,13100969077,node,BPEC,language_school,33.5915596,-7.6304579,Rue Jean Jaurès زنقة جان جوريس,,,,9047.0,201.0,17.0,0.478
education,13100989609,node,American Language Center المركز اللغوي الأمريكي,language_school,33.5933886,-7.6282422,,,+212 5 22 27 77 65,https://alccasablanca.com/,9101.0,121.0,31.0,0.606
education,13104473076,node,Lycée Al Khalil Privé ثانوية الخليل الخاصة,school,33.5837661,-7.642687,Boulevard Bir Anzarane شارع بئر أنزران,,,,8493.0,413.0,26.0,0.457
education,13107612252,node,Université Mundiapolis,university,33.5811382,-7.633562,Boulevard Brahim Roudani شارع ابراهيم الروداني,,,,7974.0,35.0,136.0,0.744
education,13173286227,node,Groupe Scolaire Riviera مجموعة مدارس ريڤيرا,school,33.5690192,-7.6382451,Rue Clément Marot,,,,6810.0,266.0,167.0,0.374
education,13175198999,node,OFPPT,college,33.5226996,-7.6350425,Route de Marrakech,,,,2093.0,35.0,25.0,0.744
education,13175199000,node,OFPPT,college,33.5217936,-7.6349093,Route de Marrakech,,,,1993.0,75.0,34.0,0.68
education,13180440112,node,Collège LaSalle,college,33.5908279,-7.6354178,Boulevard Mohamed Zerktouni شارع محمد الزرقطوني,,+212 5 22 27 54 79,https://collegelasallemaroc.lcieducation.com/,9062.0,34.0,276.0,0.746
education,13192337322,node,École Marocaine des Sciences de l'Ingénieur,university,33.5835885,-7.6424557,Boulevard Bir Anzarane شارع بئر أنزران,,+212 5 22 99 23 23,https://emsi.ma/,8468.0,426.0,45.0,0.425
education,13337082033,node,École Marocaine des Sciences de l'Ingénieur,college,33.5813177,-7.633637,Boulevard Brahim Roudani شارع ابراهيم الروداني,,,,7995.0,14.0,146.0,0.778
education,13346957712,node,Casablanca Ynov Campus,college,33.5799523,-7.6224394,Rue Ibn Khatima زنقة ابن خاتمة,,,,7613.0,350.0,206.0,0.24
education,13394730702,node,اعدادية عبد الخالق الطريس,school,33.5674449,-7.5688089,,,,,4033.0,296.0,209.0,0.326
education,13688680601,node,Tanawia ta2hilia abdelmalek assaadi,school,33.5729724,-7.551632,,,,,3756.0,468.0,77.0,0.372
education,13759122273,node,,school,33.5643063,-7.6279108,Boulevard Abdelmoumen,,,,6032.0,44.0,44.0,0.73
education,13768615456,node,Lycée Abd El Moumen ثانوية عبد المومن,school,33.5655761,-7.6241062,,,,,6100.0,329.0,219.0,0.274
education,85497362,way,الثانوية الإعدادية 2 مارس,school,33.5779165,-7.61582,,,,,7040.0,561.0,78.0,0.37
education,85497363,way,Imam Boukhari,school,33.5789075,-7.6161915,,,,,7147.0,451.0,92.0,0.347
education,133107744,way,Lycée Imam Malik,school,33.5925272,-7.5933561,,,,,7436.0,509.0,73.0,0.378
education,140654846,way,Université Hassan II Ain Chock جامعة الحسن الثاني عين الشق,university,33.5424469,-7.6582944,,Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء,,,3893.0,152.0,322.0,0.557
education,140654859,way,Ecole Supérieure des Industries du Textile et de l'Habiillement,university,33.5397762,-7.6643736,"Route d'El Jadida, km 8, Oulfa",,,,3498.0,96.0,96.0,0.646
education,140654865,way,École Nationale Supérieure d'Électricité et de Mécanique,university,33.5395458,-7.6567948,,Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء,,,3621.0,196.0,424.0,0.486
education,140654866,way,Institut Supérieur d'Etudes Maritimes,university,33.5456007,-7.6538301,,,,,4346.0,185.0,118.0,0.504
education,140654867,way,École Normale Supérieure,university,33.5385465,-7.6592489,,Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء,,,3451.0,138.0,198.0,0.579
education,140654869,way,École Supérieure de Technologie Casablanca,university,33.5414416,-7.6555182,,,,,3858.0,84.0,309.0,0.666
education,140654873,way,École Hassania des Travaux Publics المدرسة الحسنية للأشغال العمومية,university,33.5483834,-7.6501905,,,,,4752.0,244.0,222.0,0.41
education,167625368,way,,school,33.5779366,-7.6025847,,,,,6330.0,196.0,196.0,0.486
education,167628018,way,Lycée Collègial El Kastalani الثانوية الإعدادية القسطلاني,school,33.5746957,-7.6078043,,,,,6300.0,780.0,193.0,0.178
education,167628019,way,,college,33.5784405,-7.6074601,,,,,6621.0,577.0,194.0,0.177
education,168411293,way,Lycée Lyautey,school,33.5957369,-7.6350385,Boulevard Ziraoui شارع الزيراوي,,,https://www.lyceelyautey.org/,9586.0,279.0,161.0,0.354
education,214267809,way,Faculté de Médecine et de Pharmacie de Casablanca,university,33.5742785,-7.6221132,,,,,7031.0,966.0,240.0,0.1
education,214267811,way,Lycée Mohammed V الثانوية التأهيلية محمد الخامس,school,33.5777524,-7.6137176,Avenue 2 Mars شارع 2 مارس,,,,6903.0,589.0,157.0,0.238
education,214477128,way,École Théophile Gautier,school,33.5851215,-7.643475,,,+212 5 22 25 33 19,https://www.ecolegautier.com/,8660.0,290.0,39.0,0.435
education,215437574,way,College,college,33.5808884,-7.5940351,,,,,6254.0,76.0,74.0,0.678
education,218422443,way,Lycee technique Jabber Ibnou Hayyan,college,33.5869782,-7.6060258,,,,,7359.0,80.0,125.0,0.672
education,222715970,way,Lycée Moulay Abdellah,school,33.5608431,-7.6136341,,,,,5394.0,118.0,136.0,0.611
education,222800636,way,Les Ecoles El Manal,school,33.5750218,-7.652264,Rue Oualidia,,,,7549.0,73.0,338.0,0.683
education,222800770,way,,school,33.5737257,-7.6511848,,,,,7429.0,94.0,328.0,0.65
education,222801375,way,Al jabr,school,33.5631726,-7.6377603,,,,,6187.0,246.0,292.0,0.406
education,222801458,way,Ecole Ernest Renan,school,33.5628685,-7.6395199,,,,,6218.0,336.0,218.0,0.262
education,222802244,way,Etablissement Al Inbiaat Primaire Privée,school,33.5564091,-7.6170738,Rue du Golo,,,,5007.0,177.0,655.0,0.517
education,231271841,way,Collège Abu Baker Essediq,school,33.5119802,-7.6553668,,,,,1283.0,1000.0,91.0,0.348
education,231933367,way,maintenon,school,33.5812095,-7.6148555,Avenue 2 Mars,Casablanca,,,7271.0,193.0,27.0,0.491
education,243351205,way,Ecole Georges Bizet,school,33.5775844,-7.6545569,,,,,7790.0,31.0,139.0,0.75
education,243352223,way,Carmel de l'Oasis,kindergarten,33.5577795,-7.6371074,,,,,5610.0,592.0,75.0,0.375
education,243800401,way,Ecole Manar Alkhayr 2,school,33.5637257,-7.5562132,,,,,3128.0,457.0,34.0,0.443
education,243912971,way,Lycée Jaâfar Al Fassi,school,33.5636741,-7.5531163,,,,,2995.0,282.0,106.0,0.349
education,243954287,way,الثانوية التأهيلية مولاي إسماعيل,school,33.5585274,-7.5567585,,Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء,,,2654.0,44.0,250.0,0.73
education,244038194,way,الثانوية الإعدادية للا مريم,school,33.559312,-7.5568482,,Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء,,,2732.0,131.0,324.0,0.59
education,244038196,way,Ecole Al Akkad,school,33.558126,-7.5591266,,,,,2731.0,102.0,150.0,0.637
education,244038197,way,الثانوية التأهيلية الرائد ادريس الحارثي,school,33.5597299,-7.5554979,,Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء,,,2706.0,91.0,338.0,0.654
education,263200491,way,11 janvier,school,33.5435354,-7.5663922,,,,,1515.0,769.0,123.0,0.295
education,269570440,way,Faculté des Sciences Ben M'sik,college,33.5659475,-7.5408662,avenue idriss el harti,Casablanca الدار البيضاء,,,2493.0,108.0,543.0,0.627
education,274178425,way,Lycée Abd El Aziz El Fachtali,school,33.5591938,-7.6794361,,,,,5723.0,1599.0,62.0,0.397
education,274178428,way,college henry matisse,school,33.5568814,-7.6799577,,,,,5479.0,1813.0,125.0,0.292
education,285573275,way,Faculté de Aïn Sebaa,university,33.5933211,-7.531309,,,,http://www.facainsebaa.ma/,4413.0,214.0,67.0,0.458
education,286685404,way,Lycée Abdelkrim Lahlou,school,33.5717725,-7.6228599,,,,,6763.0,938.0,52.0,0.413
education,297670872,way,École Jeanne d'Arc,school,33.5924531,-7.6287112,Place Bel Air,,,,9047.0,193.0,58.0,0.491
education,338124655,way,Collège Abdellah Gennoune,school,33.5421986,-7.5534663,,,,,891.0,1596.0,69.0,0.385
education,339220626,way,Collège Badr الثانوية الإعدادية بدر,school,33.5860489,-7.6419436,Rue des Arènes,,,,8712.0,151.0,207.0,0.558
education,373507930,way,,school,33.5588286,-7.6024445,,,,,4633.0,118.0,140.0,0.611
education,379401947,way,Faculté de Lettres et de Sciences Humaines d'Ain Chock كلية الآداب و العلوم الإنسانية عين الشق,university,33.5411773,-7.5993919,,,,,2897.0,176.0,105.0,0.518
education,389456668,way,Avicenna,school,33.5483551,-7.6366307,,Casablanca ⵜⴰⴷⴷⴰⵔⵜ ⵜⵓⵎⵍⵉⵍⵜ الدار البيضاء,,,4647.0,36.0,89.0,0.742
education,391064131,way,Collège Sidi Al Khadir,school,33.5692294,-7.6790113,,,,,6819.0,649.0,115.0,0.308
education,391064132,way,Lycée Ibn Al Haytham,school,33.5681388,-7.6783139,,,,,6690.0,787.0,69.0,0.385
education,395969086,way,Amina bent ouahab,school,33.6000419,-7.6319168,,,,,9895.0,642.0,44.0,0.427
education,403382635,way,ecole mosque مدرسة الابتدائية المسجد,school,33.5588692,-7.5710027,,,,,3267.0,542.0,157.0,0.238
education,403450757,way,مدرسة تنمل,school,33.5436551,-7.571677,,,,,1647.0,472.0,161.0,0.232
education,403450781,way,,school,33.5469025,-7.5675281,,,,,1903.0,406.0,212.0,0.15
education,403450782,way,,school,33.5459984,-7.5709304,,,,,1884.0,300.0,48.0,0.42
education,403450839,way,,school,33.5588767,-7.5754262,,,,,3373.0,726.0,78.0,0.37
education,403450850,way,,college,33.5643364,-7.539678,,,,,2290.0,318.0,508.0,0.291
education,416247693,way,Lycée Al Waha,school,33.5707318,-7.6409427,,,,,7077.0,156.0,295.0,0.55
education,417903087,way,Institut Al Hakim,school,33.5614847,-7.6230866,Boulevard Modibo Keita,,,,5635.0,24.0,328.0,0.762
education,417903105,way,Paul Bert Créche- Maternelle-Primaire,school,33.5589664,-7.6250953,Route de Taddart,,,,5395.0,26.0,200.0,0.758
education,417987344,way,Institut Chafira,school,33.5629407,-7.6208553,Rue Du Chemin Fleuri,,,,5765.0,93.0,580.0,0.651
education,417988976,way,Ecole Maternelle et Primaire,school,33.567808,-7.6208132,Avenue De l'Hermitage,,,,6302.0,634.0,150.0,0.25
education,417989148,way,Ecole Elabrar Privee,school,33.5679276,-7.6171227,Allée de Persée,,,,6243.0,657.0,125.0,0.292
education,419547657,way,,school,33.5576892,-7.6291486,,,,,5349.0,111.0,57.0,0.622
education,419550387,way,Institut Taiba,school,33.5520751,-7.6419798,Rue Abou Dabi,,,,5251.0,181.0,344.0,0.51
education,419563162,way,Carré Junior,school,33.5631774,-7.6352215,Rue Rostand,,,,6104.0,97.0,344.0,0.645
education,419591808,way,,school,33.5638413,-7.6400394,Rue des Eperviers,,,,6337.0,288.0,272.0,0.339
education,419730309,way,Centre Régional des Métiers de l'Éducation et de la Formation المركز الجهوي لمهن التربية والتكوين,college,33.5736145,-7.6526775,Rue Jabel Saghro,,+212 5 22 94 19 67,,7388.0,210.0,283.0,0.464
